IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount
624,1.0,0.83,D,7.0,7.0,59.0,50.0,B12,Regular,539.0,R73,0.0
626,1.0,0.21,C,10.0,8.0,29.0,72.0,B4,Regular,463.0,R42,0.0
630,2.0,0.69,C,5.0,2.0,29.0,90.0,B6,Regular,335.0,R91,0.0
631,1.0,0.13,C,5.0,2.0,29.0,90.0,B6,Regular,335.0,R91,0.0
634,1.0,0.03,E,7.0,0.0,53.0,50.0,B12,Diesel,9307.0,R82,0.0
635,1.0,0.53,E,7.0,0.0,53.0,50.0,B12,Diesel,9307.0,R82,0.0
636,1.0,0.00819672131147541,E,7.0,0.0,53.0,50.0,B12,Diesel,9307.0,R82,0.0
637,1.0,0.04,E,7.0,0.0,53.0,50.0,B12,Diesel,9307.0,R82,0.0
638,1.0,0.22,E,7.0,0.0,53.0,50.0,B12,Diesel,9307.0,R82,0.0
640,1.0,0.83,D,6.0,0.0,62.0,74.0,B12,Regular,726.0,R91,0.0
642,1.0,0.74,E,6.0,0.0,31.0,62.0,B12,Regular,2308.0,R31,0.0
644,1.0,0.09,E,6.0,0.0,31.0,62.0,B12,Regular,2308.0,R31,0.0
646,1.0,0.00546448087431694,D,6.0,0.0,45.0,50.0,B12,Diesel,1472.0,R31,0.0
647,1.0,0.51,D,6.0,0.0,45.0,50.0,B12,Diesel,1472.0,R31,0.0
648,1.0,0.14,D,7.0,0.0,45.0,50.0,B12,Diesel,1472.0,R31,0.0
651,1.0,0.17,D,6.0,0.0,45.0,50.0,B12,Diesel,1472.0,R31,0.0
653,1.0,0.03,B,5.0,0.0,61.0,50.0,B12,Regular,66.0,R93,0.0
654,1.0,0.8,B,5.0,0.0,61.0,50.0,B12,Regular,66.0,R93,0.0
657,1.0,0.04,E,9.0,0.0,59.0,85.0,B12,Regular,6913.0,R11,0.0
659,1.0,0.79,E,9.0,0.0,59.0,80.0,B12,Regular,6913.0,R11,0.0
661,1.0,0.1,D,4.0,0.0,33.0,57.0,B12,Regular,1577.0,R41,0.0
662,1.0,0.72,D,4.0,0.0,33.0,57.0,B12,Regular,1577.0,R41,0.0
666,1.0,0.07,B,6.0,0.0,31.0,57.0,B12,Diesel,78.0,R73,0.0
668,1.0,0.75,B,6.0,3.0,31.0,57.0,B12,Diesel,78.0,R73,0.0
670,1.0,0.19,D,6.0,0.0,27.0,76.0,B12,Regular,1287.0,R72,0.0
671,1.0,0.64,D,6.0,0.0,27.0,76.0,B12,Regular,1287.0,R72,0.0
676,1.0,0.1,C,7.0,0.0,45.0,50.0,B12,Regular,177.0,R93,0.0
677,1.0,0.76,C,7.0,0.0,45.0,50.0,B12,Regular,177.0,R93,0.0
679,1.0,0.1,D,4.0,0.0,31.0,55.0,B12,Regular,1955.0,R94,0.0
680,1.0,0.65,D,4.0,0.0,31.0,55.0,B12,Regular,1955.0,R94,0.0
681,1.0,0.07,D,4.0,0.0,31.0,55.0,B12,Regular,1955.0,R94,0.0
685,1.0,0.85,B,10.0,10.0,42.0,50.0,B12,Diesel,96.0,R73,0.0
687,1.0,0.41,D,4.0,0.0,24.0,100.0,B12,Regular,1489.0,R52,0.0
688,1.0,0.55,D,4.0,0.0,24.0,100.0,B12,Regular,1489.0,R52,0.0
692,1.0,0.07,A,5.0,0.0,33.0,50.0,B12,Regular,47.0,R41,0.0
694,1.0,0.04,A,6.0,0.0,33.0,50.0,B12,Regular,47.0,R41,0.0
696,1.0,0.71,A,5.0,0.0,33.0,50.0,B12,Regular,47.0,R41,0.0
698,1.0,0.1,C,9.0,0.0,36.0,85.0,B12,Regular,269.0,R93,0.0
700,1.0,0.78,C,9.0,0.0,36.0,85.0,B12,Regular,269.0,R93,0.0
702,1.0,0.2,B,5.0,0.0,48.0,50.0,B12,Regular,58.0,R11,0.0
704,1.0,0.79,B,5.0,0.0,48.0,50.0,B12,Regular,58.0,R11,0.0
706,1.0,0.21,B,7.0,8.0,22.0,100.0,B2,Regular,53.0,R26,0.0
708,1.0,0.43,B,7.0,8.0,22.0,100.0,B2,Regular,53.0,R26,0.0
709,1.0,0.18,B,7.0,8.0,22.0,100.0,B2,Regular,53.0,R26,0.0
711,1.0,0.83,C,4.0,0.0,44.0,50.0,B12,Regular,126.0,R41,0.0
714,1.0,0.48,C,9.0,0.0,32.0,61.0,B12,Regular,352.0,R41,0.0
715,1.0,0.33,C,9.0,0.0,32.0,61.0,B12,Regular,352.0,R41,0.0
717,1.0,0.03,C,9.0,0.0,32.0,61.0,B12,Regular,352.0,R41,0.0
719,1.0,0.9,B,10.0,0.0,45.0,50.0,B12,Diesel,84.0,R21,0.0
722,1.0,0.01,C,6.0,0.0,52.0,50.0,B2,Diesel,132.0,R94,0.0
723,1.0,0.51,C,6.0,0.0,52.0,50.0,B2,Diesel,132.0,R94,0.0
724,1.0,0.22,C,8.0,6.0,52.0,50.0,B3,Diesel,132.0,R94,0.0
726,1.0,0.83,E,5.0,0.0,29.0,64.0,B12,Diesel,3301.0,R73,0.0
730,1.0,0.83,E,10.0,4.0,30.0,95.0,B1,Regular,3075.0,R72,0.0
731,1.0,0.12,D,8.0,9.0,23.0,90.0,B12,Regular,745.0,R82,0.0
732,2.0,0.21,D,8.0,9.0,23.0,90.0,B12,Regular,745.0,R82,0.0
734,1.0,0.83,E,5.0,0.0,31.0,60.0,B12,Regular,4998.0,R11,0.0
738,1.0,0.25,D,10.0,1.0,40.0,63.0,B12,Diesel,1662.0,R11,0.0
739,1.0,0.57,D,10.0,1.0,40.0,50.0,B12,Diesel,1662.0,R11,0.0
742,1.0,0.82,A,7.0,1.0,70.0,50.0,B12,Diesel,31.0,R73,0.0
745,1.0,0.41,D,6.0,0.0,74.0,50.0,B12,Diesel,721.0,R93,0.0
746,1.0,0.05,D,6.0,0.0,74.0,50.0,B12,Diesel,721.0,R93,0.0
748,1.0,0.36,D,6.0,0.0,74.0,50.0,B12,Diesel,721.0,R93,0.0
750,1.0,0.83,D,4.0,6.0,36.0,100.0,B1,Regular,824.0,R91,0.0
754,1.0,0.35,E,6.0,3.0,28.0,80.0,B12,Diesel,2767.0,R52,0.0
755,1.0,0.03,E,6.0,3.0,28.0,80.0,B12,Diesel,2767.0,R52,0.0
756,1.0,0.56,E,6.0,3.0,28.0,80.0,B12,Diesel,2767.0,R52,0.0
758,1.0,0.1,D,4.0,0.0,45.0,50.0,B12,Regular,1468.0,R93,0.0
759,1.0,0.72,D,4.0,0.0,45.0,50.0,B12,Regular,1468.0,R93,0.0
762,1.0,0.75,D,10.0,8.0,52.0,50.0,B12,Diesel,1955.0,R94,0.0
765,1.0,0.75,D,4.0,10.0,52.0,50.0,B4,Diesel,1955.0,R94,0.0
768,1.0,0.2,F,6.0,0.0,33.0,50.0,B12,Regular,14368.0,R11,0.0
769,1.0,0.62,F,6.0,0.0,33.0,50.0,B12,Regular,14368.0,R11,0.0
771,1.0,0.33,D,5.0,0.0,47.0,50.0,B12,Regular,1103.0,R11,0.0
772,1.0,0.41,D,5.0,0.0,47.0,50.0,B12,Regular,1103.0,R11,0.0
773,1.0,0.07,D,5.0,0.0,47.0,50.0,B12,Regular,1103.0,R11,0.0
776,1.0,0.03,A,6.0,0.0,63.0,50.0,B12,Regular,21.0,R93,0.0
778,2.0,0.79,A,6.0,0.0,63.0,50.0,B12,Regular,21.0,R93,0.0
780,1.0,0.1,C,4.0,0.0,56.0,50.0,B12,Regular,232.0,R26,0.0
782,1.0,0.72,C,4.0,0.0,56.0,50.0,B12,Regular,232.0,R26,0.0
784,1.0,0.74,D,5.0,0.0,22.0,100.0,B12,Regular,1329.0,R11,0.0
785,1.0,0.07,D,5.0,0.0,22.0,100.0,B12,Regular,1329.0,R11,0.0
789,1.0,0.35,F,6.0,0.0,60.0,100.0,B12,Regular,15725.0,R11,0.0
790,1.0,0.47,F,5.0,8.0,60.0,100.0,B2,Diesel,15725.0,R11,0.0
793,1.0,0.83,A,5.0,0.0,33.0,100.0,B12,Regular,9.0,R83,0.0
795,1.0,0.83,E,7.0,7.0,52.0,50.0,B10,Diesel,8455.0,R82,0.0
798,1.0,0.75,C,8.0,2.0,49.0,50.0,B12,Diesel,211.0,R11,0.0
799,1.0,0.07,C,8.0,2.0,49.0,50.0,B12,Diesel,211.0,R11,0.0
802,1.0,0.3,E,4.0,1.0,27.0,95.0,B12,Regular,5202.0,R11,0.0
805,1.0,0.01,E,4.0,1.0,27.0,95.0,B12,Regular,5202.0,R11,0.0
807,1.0,0.5,E,4.0,1.0,27.0,95.0,B12,Regular,5202.0,R11,0.0
809,1.0,0.06,E,5.0,0.0,44.0,50.0,B12,Regular,3317.0,R93,0.0
811,1.0,0.76,E,5.0,0.0,44.0,50.0,B12,Regular,3317.0,R93,971.98
813,1.0,0.82,E,5.0,0.0,29.0,90.0,B12,Regular,3374.0,R42,0.0
816,1.0,0.05,A,5.0,0.0,51.0,50.0,B12,Regular,27.0,R26,0.0
818,1.0,0.75,A,5.0,0.0,51.0,50.0,B12,Regular,27.0,R26,0.0
820,1.0,0.2,B,4.0,1.0,35.0,60.0,B12,Regular,82.0,R52,0.0
822,1.0,0.62,B,4.0,0.0,35.0,60.0,B12,Regular,82.0,R52,0.0
827,1.0,0.22,E,6.0,7.0,41.0,50.0,B12,Regular,3541.0,R52,0.0
829,1.0,0.6,E,6.0,7.0,41.0,50.0,B12,Regular,3541.0,R52,0.0
830,1.0,0.68,E,4.0,10.0,24.0,105.0,B1,Regular,3064.0,R11,1442.75
833,1.0,0.09,E,4.0,0.0,30.0,72.0,B12,Regular,3991.0,R21,0.0
834,1.0,0.73,E,4.0,0.0,30.0,72.0,B12,Regular,3991.0,R21,0.0
837,1.0,0.74,C,6.0,0.0,52.0,50.0,B12,Regular,489.0,R91,0.0
838,1.0,0.07,C,6.0,0.0,52.0,50.0,B12,Regular,489.0,R91,0.0
841,1.0,0.73,D,5.0,1.0,69.0,62.0,B12,Regular,796.0,R11,0.0
842,1.0,0.08,D,5.0,1.0,69.0,62.0,B12,Regular,796.0,R11,0.0
845,1.0,0.81,D,5.0,0.0,40.0,72.0,B12,Regular,1064.0,R11,0.0
849,1.0,0.07,C,6.0,0.0,66.0,50.0,B12,Diesel,123.0,R72,0.0
850,1.0,0.78,C,6.0,0.0,66.0,50.0,B12,Diesel,123.0,R72,0.0
852,1.0,0.27,F,7.0,5.0,39.0,100.0,B12,Regular,17140.0,R11,0.0
853,1.0,0.07,F,7.0,5.0,39.0,100.0,B12,Regular,17140.0,R11,0.0
854,1.0,0.47,F,7.0,5.0,39.0,100.0,B12,Regular,17140.0,R11,0.0
856,1.0,0.2,B,5.0,0.0,50.0,50.0,B12,Regular,59.0,R11,0.0
859,1.0,0.62,B,5.0,0.0,50.0,50.0,B12,Regular,59.0,R11,0.0
861,1.0,0.12,A,5.0,0.0,26.0,90.0,B12,Regular,32.0,R91,0.0
863,1.0,0.69,A,5.0,0.0,26.0,90.0,B12,Regular,32.0,R91,0.0
865,1.0,0.46,E,5.0,0.0,34.0,50.0,B12,Regular,2887.0,R11,0.0
867,1.0,0.81,C,4.0,0.0,36.0,72.0,B12,Regular,285.0,R53,0.0
870,1.0,0.06,A,4.0,0.0,71.0,72.0,B12,Regular,46.0,R25,0.0
872,1.0,0.75,A,4.0,0.0,71.0,72.0,B12,Regular,46.0,R25,0.0
874,1.0,0.13,C,7.0,0.0,50.0,50.0,B12,Regular,216.0,R82,0.0
876,1.0,0.68,C,7.0,0.0,50.0,50.0,B12,Regular,216.0,R82,0.0
878,1.0,0.81,D,7.0,10.0,66.0,56.0,B4,Regular,709.0,R93,0.0
880,1.0,0.77,C,11.0,2.0,46.0,90.0,B12,Regular,316.0,R93,0.0
882,1.0,0.97,D,5.0,2.0,40.0,50.0,B12,Diesel,675.0,R91,0.0
884,1.0,0.00819672131147541,D,7.0,0.0,40.0,50.0,B4,Regular,675.0,R91,0.0
886,1.0,0.03,D,7.0,0.0,35.0,80.0,B12,Regular,565.0,R93,0.0
887,1.0,0.8,D,7.0,0.0,35.0,80.0,B12,Regular,565.0,R93,0.0
889,1.0,0.28,C,9.0,0.0,46.0,90.0,B12,Regular,316.0,R93,0.0
890,1.0,0.48,C,9.0,0.0,46.0,90.0,B12,Regular,316.0,R93,0.0
892,1.0,0.83,A,5.0,1.0,54.0,50.0,B12,Regular,42.0,R41,0.0
895,1.0,0.42,F,4.0,0.0,53.0,50.0,B12,Regular,15725.0,R11,0.0
896,1.0,0.39,F,4.0,0.0,53.0,50.0,B12,Regular,15725.0,R11,0.0
901,1.0,0.09,B,5.0,0.0,51.0,50.0,B12,Diesel,51.0,R24,0.0
902,1.0,0.72,B,5.0,0.0,51.0,50.0,B12,Diesel,51.0,R24,0.0
905,1.0,0.74,D,5.0,0.0,52.0,50.0,B12,Regular,1846.0,R72,0.0
908,1.0,0.1,D,5.0,0.0,52.0,50.0,B12,Regular,1846.0,R72,0.0
910,1.0,0.09,E,7.0,0.0,43.0,50.0,B12,Diesel,3541.0,R52,0.0
911,1.0,0.18,E,6.0,2.0,43.0,50.0,B12,Diesel,3541.0,R52,0.0
912,1.0,0.54,E,7.0,0.0,43.0,50.0,B12,Diesel,3541.0,R52,0.0
913,2.0,0.06,E,6.0,2.0,43.0,50.0,B12,Diesel,3541.0,R52,0.0
915,1.0,0.28,E,4.0,0.0,38.0,106.0,B12,Regular,6157.0,R31,0.0
918,1.0,0.6,E,6.0,10.0,38.0,106.0,B12,Regular,6157.0,R31,0.0
920,1.0,0.09,D,4.0,1.0,60.0,50.0,B12,Regular,831.0,R54,0.0
921,1.0,0.72,D,4.0,1.0,60.0,50.0,B12,Regular,831.0,R54,0.0
925,1.0,0.09,C,9.0,0.0,56.0,85.0,B12,Regular,106.0,R11,0.0
926,1.0,0.71,C,9.0,0.0,56.0,85.0,B12,Regular,106.0,R11,0.0
928,1.0,0.81,D,9.0,7.0,41.0,90.0,B12,Diesel,875.0,R93,0.0
931,1.0,0.00546448087431694,C,6.0,0.0,75.0,50.0,B12,Diesel,137.0,R52,0.0
932,1.0,0.08,C,6.0,0.0,75.0,50.0,B12,Diesel,137.0,R52,0.0
933,1.0,0.72,C,6.0,0.0,75.0,50.0,B12,Diesel,137.0,R52,0.0
937,1.0,0.03,D,7.0,0.0,40.0,50.0,B12,Regular,726.0,R91,0.0
939,1.0,0.28,D,7.0,0.0,40.0,50.0,B12,Regular,726.0,R91,0.0
940,1.0,0.43,D,7.0,0.0,40.0,50.0,B12,Regular,726.0,R91,0.0
941,1.0,0.05,D,7.0,0.0,40.0,50.0,B12,Regular,726.0,R91,0.0
943,1.0,0.75,F,5.0,4.0,34.0,95.0,B12,Diesel,17140.0,R11,0.0
944,1.0,0.06,F,5.0,4.0,34.0,100.0,B12,Diesel,17140.0,R11,0.0
947,1.0,0.74,C,9.0,0.0,47.0,50.0,B12,Regular,108.0,R25,0.0
948,1.0,0.07,C,9.0,0.0,47.0,50.0,B12,Regular,108.0,R25,0.0
951,1.0,0.81,F,6.0,0.0,47.0,100.0,B12,Regular,10477.0,R11,0.0
953,1.0,0.36,D,14.0,9.0,30.0,80.0,B1,Regular,1353.0,R31,0.0
954,1.0,0.8,D,4.0,0.0,34.0,88.0,B12,Regular,883.0,R93,0.0
956,1.0,0.05,F,5.0,0.0,49.0,50.0,B12,Regular,12374.0,R11,0.0
959,1.0,0.76,F,5.0,0.0,49.0,50.0,B12,Regular,12374.0,R11,0.0
961,1.0,0.05,B,7.0,0.0,31.0,51.0,B12,Diesel,67.0,R41,0.0
963,1.0,0.75,B,7.0,0.0,31.0,51.0,B12,Diesel,67.0,R41,0.0
965,1.0,0.81,C,4.0,2.0,57.0,50.0,B12,Regular,124.0,R24,0.0
968,1.0,0.41,E,5.0,0.0,38.0,50.0,B12,Regular,3317.0,R93,0.0
969,1.0,0.39,E,5.0,0.0,38.0,50.0,B12,Regular,3317.0,R93,0.0
971,1.0,0.08,C,9.0,3.0,45.0,50.0,B12,Regular,391.0,R41,0.0
972,1.0,0.74,C,9.0,3.0,45.0,50.0,B12,Regular,391.0,R41,0.0
975,1.0,0.73,D,9.0,0.0,60.0,50.0,B12,Regular,570.0,R93,637.41
976,2.0,0.07,D,9.0,0.0,60.0,50.0,B12,Regular,570.0,R93,0.0
979,1.0,0.74,D,4.0,0.0,44.0,50.0,B12,Regular,1005.0,R93,0.0
980,1.0,0.05,D,4.0,0.0,44.0,50.0,B12,Regular,1005.0,R93,0.0
982,1.0,0.01,D,4.0,0.0,44.0,50.0,B12,Regular,1005.0,R93,0.0
984,1.0,0.11,E,5.0,0.0,34.0,50.0,B12,Regular,3744.0,R93,0.0
987,1.0,0.69,E,5.0,0.0,34.0,50.0,B12,Regular,3744.0,R93,0.0
990,1.0,0.74,C,7.0,3.0,39.0,76.0,B12,Regular,478.0,R22,0.0
992,1.0,0.06,C,7.0,3.0,39.0,76.0,B12,Regular,478.0,R22,0.0
995,1.0,0.58,C,4.0,0.0,69.0,50.0,B12,Regular,215.0,R91,0.0
996,1.0,0.23,C,4.0,0.0,69.0,50.0,B12,Regular,215.0,R91,0.0
999,2.0,0.08,C,9.0,0.0,59.0,50.0,B12,Regular,366.0,R82,0.0
1000,1.0,0.72,C,9.0,0.0,59.0,50.0,B12,Regular,366.0,R82,0.0
1003,1.0,0.58,D,5.0,0.0,24.0,85.0,B12,Regular,1196.0,R22,0.0
1005,1.0,0.22,D,5.0,0.0,24.0,90.0,B12,Regular,1196.0,R22,0.0
1010,1.0,0.00819672131147541,D,5.0,0.0,24.0,90.0,B12,Regular,1196.0,R22,0.0
1014,1.0,0.59,F,5.0,1.0,29.0,85.0,B12,Regular,10477.0,R11,0.0
1015,1.0,0.21,F,6.0,0.0,29.0,85.0,B12,Regular,10477.0,R11,0.0
1020,2.0,0.57,E,9.0,0.0,66.0,50.0,B12,Regular,2648.0,R31,0.0
1021,1.0,0.24,E,9.0,0.0,66.0,50.0,B12,Regular,2648.0,R31,0.0
1024,1.0,0.74,C,5.0,0.0,44.0,50.0,B12,Regular,200.0,R82,0.0
1025,1.0,0.06,C,5.0,0.0,44.0,50.0,B12,Regular,200.0,R82,0.0
1028,1.0,0.11,E,5.0,0.0,24.0,80.0,B12,Regular,2103.0,R53,0.0
1029,1.0,0.17,E,5.0,0.0,24.0,80.0,B12,Regular,2103.0,R53,0.0
1030,1.0,0.35,C,5.0,5.0,39.0,100.0,B5,Diesel,101.0,R93,0.0
1032,1.0,0.8,E,5.0,6.0,74.0,50.0,B4,Diesel,3317.0,R93,0.0
1035,1.0,0.8,C,4.0,1.0,38.0,57.0,B12,Regular,177.0,R52,0.0
1037,1.0,0.48,F,4.0,0.0,32.0,67.0,B12,Regular,22669.0,R11,0.0
1039,1.0,0.56,C,10.0,3.0,34.0,57.0,B12,Regular,143.0,R93,0.0
1040,1.0,0.23,C,10.0,3.0,34.0,50.0,B12,Regular,143.0,R93,0.0
1043,1.0,0.04,B,9.0,1.0,31.0,64.0,B12,Regular,75.0,R26,0.0
1045,1.0,0.76,B,9.0,1.0,31.0,64.0,B12,Regular,75.0,R26,0.0
1047,1.0,0.12,E,4.0,0.0,34.0,50.0,B12,Regular,3021.0,R53,0.0
1049,1.0,0.68,E,4.0,0.0,34.0,50.0,B12,Regular,3021.0,R53,0.0
1052,1.0,0.08,D,10.0,0.0,58.0,68.0,B12,Regular,1871.0,R82,0.0
1053,1.0,0.72,D,10.0,0.0,58.0,68.0,B12,Regular,1871.0,R82,0.0
1056,2.0,0.74,C,7.0,0.0,33.0,66.0,B12,Diesel,151.0,R82,0.0
1057,1.0,0.07,C,7.0,0.0,33.0,66.0,B12,Diesel,151.0,R82,0.0
1062,2.0,0.74,C,5.0,0.0,42.0,50.0,B12,Regular,190.0,R82,0.0
1063,1.0,0.07,C,5.0,0.0,42.0,50.0,B12,Regular,190.0,R82,0.0
1066,1.0,0.65,C,4.0,0.0,48.0,50.0,B12,Regular,332.0,R72,0.0
1067,1.0,0.15,C,4.0,0.0,48.0,50.0,B12,Regular,332.0,R72,0.0
1070,1.0,0.1,C,5.0,0.0,33.0,68.0,B12,Regular,283.0,R72,0.0
1073,1.0,0.69,C,5.0,0.0,33.0,72.0,B12,Regular,283.0,R72,0.0
1075,1.0,0.04,D,5.0,0.0,65.0,50.0,B12,Regular,747.0,R53,0.0
1077,1.0,0.76,D,5.0,0.0,65.0,50.0,B12,Regular,747.0,R53,0.0
1079,1.0,0.02,E,4.0,0.0,49.0,50.0,B12,Regular,2983.0,R31,0.0
1081,1.0,0.18,E,4.0,0.0,49.0,50.0,B12,Regular,2983.0,R31,0.0
1082,1.0,0.07,E,4.0,0.0,49.0,50.0,B12,Regular,2983.0,R31,0.0
1083,1.0,0.51,E,4.0,0.0,49.0,50.0,B12,Regular,2983.0,R31,0.0
1085,1.0,0.81,C,4.0,0.0,72.0,50.0,B12,Regular,127.0,R72,0.0
1087,1.0,0.12,E,4.0,0.0,32.0,68.0,B12,Regular,3317.0,R93,0.0
1088,1.0,0.68,E,4.0,0.0,32.0,85.0,B12,Regular,3317.0,R93,0.0
1090,1.0,0.2,E,4.0,2.0,29.0,76.0,B12,Regular,2537.0,R31,0.0
1092,1.0,0.6,E,4.0,2.0,29.0,76.0,B12,Regular,2537.0,R31,0.0
1094,1.0,0.44,E,5.0,0.0,30.0,95.0,B12,Regular,8880.0,R11,0.0
1095,1.0,0.04,E,5.0,0.0,30.0,95.0,B12,Regular,8880.0,R11,0.0
1097,1.0,0.21,E,5.0,0.0,30.0,95.0,B12,Regular,8880.0,R11,0.0
1098,1.0,0.09,E,5.0,0.0,30.0,95.0,B12,Regular,8880.0,R11,0.0
1100,1.0,0.03,C,6.0,0.0,70.0,72.0,B12,Regular,342.0,R93,0.0
1102,1.0,0.76,C,6.0,0.0,70.0,72.0,B12,Regular,342.0,R93,0.0
1104,1.0,0.09,E,6.0,0.0,38.0,72.0,B12,Diesel,3339.0,R11,0.0
1105,1.0,0.07,E,6.0,0.0,38.0,72.0,B12,Diesel,3339.0,R11,0.0
1107,1.0,0.62,E,4.0,0.0,38.0,72.0,B12,Regular,3339.0,R11,0.0
1109,1.0,0.09,D,4.0,0.0,40.0,62.0,B12,Regular,796.0,R11,0.0
1110,1.0,0.71,D,4.0,0.0,40.0,62.0,B12,Regular,796.0,R11,0.0
1112,1.0,0.73,E,10.0,9.0,44.0,57.0,B12,Regular,4128.0,R52,0.0
1113,1.0,0.07,E,10.0,9.0,44.0,57.0,B12,Regular,4128.0,R52,0.0
1116,1.0,0.81,C,6.0,4.0,25.0,85.0,B1,Diesel,394.0,R26,0.0
1120,1.0,0.37,D,6.0,5.0,27.0,95.0,B1,Diesel,563.0,R11,0.0
1121,1.0,0.07,D,6.0,5.0,27.0,95.0,B1,Diesel,563.0,R11,0.0
1123,1.0,0.35,D,6.0,5.0,27.0,95.0,B1,Diesel,563.0,R11,0.0
1125,1.0,0.8,D,6.0,9.0,26.0,100.0,B3,Regular,626.0,R93,0.0
1129,1.0,0.03,C,10.0,0.0,46.0,50.0,B12,Diesel,148.0,R21,0.0
1131,1.0,0.77,C,10.0,0.0,46.0,50.0,B12,Diesel,148.0,R21,0.0
1134,1.0,0.09,C,5.0,0.0,37.0,50.0,B12,Regular,238.0,R83,0.0
1136,1.0,0.21,C,5.0,0.0,37.0,50.0,B12,Regular,238.0,R83,0.0
1137,1.0,0.49,C,5.0,0.0,37.0,50.0,B12,Regular,238.0,R83,0.0
1139,1.0,0.04,E,5.0,1.0,35.0,50.0,B12,Regular,3184.0,R11,0.0
1140,1.0,0.45,E,6.0,0.0,35.0,50.0,B12,Regular,3184.0,R11,0.0
1141,1.0,0.29,E,5.0,1.0,35.0,50.0,B12,Regular,3184.0,R11,0.0
1143,1.0,0.72,E,5.0,0.0,53.0,50.0,B12,Regular,3599.0,R11,0.0
1144,1.0,0.08,E,5.0,0.0,53.0,50.0,B12,Regular,3599.0,R11,0.0
1147,4.0,0.08,D,5.0,0.0,42.0,51.0,B12,Regular,875.0,R93,0.0
1148,1.0,0.72,D,5.0,0.0,42.0,51.0,B12,Regular,875.0,R93,0.0
1151,1.0,0.17,E,9.0,0.0,45.0,50.0,B12,Regular,6736.0,R11,0.0
1153,1.0,0.62,E,9.0,0.0,45.0,50.0,B12,Regular,6736.0,R11,0.0
1155,1.0,0.8,C,5.0,0.0,68.0,50.0,B12,Regular,221.0,R52,0.0
1158,1.0,0.8,E,4.0,1.0,37.0,56.0,B1,Regular,3541.0,R52,0.0
1162,1.0,0.79,C,5.0,1.0,36.0,68.0,B12,Regular,208.0,R52,0.0
1165,1.0,0.74,E,7.0,0.0,34.0,54.0,B12,Regular,6902.0,R41,0.0
1166,1.0,0.05,E,7.0,0.0,34.0,54.0,B12,Regular,6902.0,R41,0.0
1169,2.0,0.75,D,8.0,3.0,49.0,50.0,B12,Diesel,1787.0,R11,0.0
1172,1.0,0.04,A,4.0,0.0,59.0,50.0,B12,Regular,7.0,R72,0.0
1174,1.0,0.75,A,4.0,0.0,59.0,50.0,B12,Regular,7.0,R72,0.0
1176,1.0,0.09,C,4.0,0.0,37.0,50.0,B12,Regular,169.0,R91,0.0
1178,1.0,0.7,C,4.0,0.0,37.0,50.0,B12,Regular,169.0,R91,0.0
1180,1.0,0.09,C,6.0,0.0,47.0,50.0,B12,Regular,182.0,R82,0.0
1182,1.0,0.7,C,6.0,0.0,47.0,50.0,B12,Regular,182.0,R82,0.0
1185,1.0,0.85,C,7.0,0.0,45.0,50.0,B12,Regular,309.0,R73,0.0
1187,1.0,0.09,D,5.0,0.0,44.0,50.0,B12,Regular,665.0,R41,0.0
1189,1.0,0.09,D,5.0,0.0,44.0,50.0,B12,Regular,665.0,R41,0.0
1190,1.0,0.6,D,5.0,0.0,44.0,56.0,B12,Regular,665.0,R41,0.0
1192,1.0,0.79,E,7.0,1.0,49.0,50.0,B12,Regular,5936.0,R11,0.0
1195,1.0,0.06,E,7.0,0.0,49.0,50.0,B12,Diesel,5936.0,R11,0.0
1197,1.0,0.75,E,7.0,0.0,49.0,50.0,B12,Diesel,5936.0,R11,0.0
1200,1.0,0.75,D,5.0,1.0,46.0,64.0,B12,Diesel,1363.0,R22,0.0
1204,1.0,0.16,A,7.0,0.0,53.0,50.0,B12,Diesel,50.0,R41,0.0
1205,1.0,0.62,A,7.0,0.0,53.0,50.0,B12,Diesel,50.0,R41,0.0
1207,1.0,0.71,C,5.0,0.0,45.0,50.0,B12,Regular,202.0,R42,0.0
1208,1.0,0.08,C,5.0,0.0,45.0,50.0,B12,Regular,202.0,R42,0.0
1211,1.0,0.63,E,4.0,0.0,72.0,95.0,B12,Regular,4456.0,R72,0.0
1212,1.0,0.16,E,4.0,0.0,72.0,95.0,B12,Regular,4456.0,R72,0.0
1214,1.0,0.34,E,5.0,0.0,37.0,60.0,B12,Regular,7187.0,R11,0.0
1215,1.0,0.45,E,5.0,0.0,37.0,60.0,B12,Regular,7187.0,R11,0.0
1216,1.0,0.24,F,9.0,0.0,69.0,50.0,B12,Regular,27000.0,R11,0.0
1219,1.0,0.79,E,9.0,0.0,24.0,95.0,B12,Regular,3688.0,R82,0.0
1221,1.0,0.74,E,5.0,0.0,63.0,50.0,B12,Regular,3317.0,R93,0.0
1223,1.0,0.05,E,5.0,0.0,63.0,50.0,B12,Regular,3317.0,R93,0.0
1226,1.0,0.79,B,7.0,7.0,28.0,80.0,B12,Diesel,65.0,R21,3048.98
1228,1.0,0.71,D,6.0,0.0,75.0,50.0,B12,Regular,533.0,R93,0.0
1230,1.0,0.07,D,6.0,0.0,75.0,50.0,B12,Regular,533.0,R93,0.0
1232,1.0,0.81,E,4.0,1.0,36.0,58.0,B12,Regular,2618.0,R22,0.0
